name,height,weight,reach,stance,age,dob,wins,losses,draws,height,weight,reach,str_landed_per_min,str_acc,str_absorb_per_min,str_def,td_avg,td_acc,td_def,sub_avg,win_percentage
Paul Taylor,1.83,155.0,1.83,Orthodox,31.14,1979-12-15,11,6,1,1.83,155.0,1.83,6.16,0.56,4.77,0.5,0.0,0.0,0.25,0.22,0.61
Paul Varelans,2.03,300.0,2.03,Orthodox,20.65,1976-04-13,9,9,0,2.03,300.0,2.03,4.7,0.65,4.7,0.65,0.44,1.0,1.0,1.31,0.5
Paulo Costa,1.85,185.0,1.83,0,28.32,1991-04-21,13,0,0,1.85,185.0,1.83,8.68,0.58,8.38,0.49,0.0,0.0,0.17,0.0,1.0
Paulo Santos,0.0,0.0,0.0,0,19.63,1979-03-01,0,3,0,1.78,155.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paulo Thiago,1.8,170.0,1.85,Orthodox,34.78,1981-01-25,15,8,0,1.8,170.0,1.85,3.07,0.39,4.88,0.46,1.64,0.2,0.31,0.0,0.65
Pawel Pawlak,1.83,170.0,1.85,Orthodox,26.44,1989-02-08,11,2,0,1.83,170.0,1.85,4.6,0.57,4.98,0.61,1.0,0.38,0.3,0.0,0.85
Pearl Gonzalez,1.63,115.0,1.73,Orthodox,31.15,1986-08-12,6,3,0,1.63,115.0,1.73,4.59,0.55,6.96,0.61,1.04,0.11,0.75,0.52,0.67
Pedro Munhoz,1.68,135.0,1.65,Orthodox,32.75,1986-09-07,18,4,0,1.68,135.0,1.65,7.21,0.47,7.4,0.47,0.28,0.14,0.14,0.56,0.82
Pedro Nobre,1.65,135.0,1.65,0,26.93,1986-02-13,14,1,2,1.65,135.0,1.65,1.38,0.3,1.38,0.3,0.0,0.0,0.0,0.0,0.82
Pedro Rizzo,1.85,241.0,1.85,Orthodox,29.55,1974-05-03,19,10,0,1.85,241.0,1.85,3.24,0.46,3.63,0.59,0.27,0.17,0.16,0.0,0.66
Per Eklund,1.78,155.0,1.83,Orthodox,26.61,1982-07-15,14,5,1,1.78,155.0,1.83,5.0,0.78,4.31,0.48,2.07,0.11,0.67,3.62,0.7
Pete Sell,1.8,170.0,1.9,Orthodox,26.59,1982-08-05,9,5,0,1.8,170.0,1.9,4.05,0.55,6.63,0.64,1.05,0.2,0.26,1.05,0.64
Pete Spratt,1.75,170.0,1.75,Orthodox,36.42,1971-01-09,23,21,0,1.75,170.0,1.75,2.79,0.65,2.14,0.63,0.57,1.0,0.57,0.0,0.52
Pete Williams,1.91,235.0,1.91,Orthodox,26.7,1975-07-10,12,6,0,1.91,235.0,1.91,2.12,0.72,3.79,0.72,0.63,0.4,0.75,1.26,0.67
Peter Sobotta,1.83,170.0,1.9,Southpaw,31.18,1987-01-11,17,6,1,1.83,170.0,1.9,4.69,0.59,4.6,0.58,2.12,0.55,0.4,0.71,0.71
Petr Yan,1.7,135.0,1.7,Switch,26.84,1993-02-11,14,1,0,1.7,135.0,1.7,6.66,0.5,6.15,0.47,1.83,0.53,0.38,0.23,0.93
Phil Baroni,1.75,170.0,1.83,Orthodox,34.71,1976-04-16,14,15,0,1.75,170.0,1.83,5.4,0.6,5.4,0.6,1.41,0.45,0.45,0.28,0.48
Phil Davis,1.88,205.0,2.01,Orthodox,30.33,1984-09-25,13,3,0,1.88,205.0,2.01,3.99,0.35,2.99,0.31,2.2,0.24,0.31,0.0,0.81
Phil Harris,1.63,125.0,1.63,Orthodox,30.87,1983-09-04,22,12,0,1.63,125.0,1.63,2.72,0.29,2.76,0.29,1.76,0.22,0.16,0.0,0.65
Phil Johns,1.57,170.0,1.57,Southpaw,32.34,1968-10-22,30,13,1,1.57,170.0,1.57,3.59,0.86,3.59,0.86,0.0,0.0,0.0,0.0,0.68
Philip De Fries,1.96,250.0,2.08,Orthodox,26.96,1986-04-21,9,3,0,1.96,250.0,2.08,4.2,0.58,6.9,0.67,3.29,0.43,0.25,0.55,0.75
Phillip Miller,1.8,185.0,1.8,Orthodox,23.75,1979-02-20,16,0,0,1.8,185.0,1.8,4.11,0.69,4.11,0.69,3.62,0.25,0.25,0.6,1.0
Phillipe Nover,1.75,145.0,1.83,Orthodox,33.02,1984-02-03,12,8,1,1.75,145.0,1.83,3.63,0.5,3.24,0.46,1.2,0.3,0.45,0.4,0.57
Piotr Hallmann,1.75,155.0,1.8,Orthodox,28.2,1987-08-25,15,5,0,1.75,155.0,1.8,7.62,0.65,6.06,0.58,2.08,0.44,0.4,0.26,0.75
Poliana Botelho,1.73,115.0,1.7,Orthodox,30.33,1988-12-15,8,2,0,1.73,115.0,1.7,9.28,0.73,9.08,0.73,1.27,1.0,1.0,0.0,0.8
Polo Reyes,1.8,155.0,1.8,0,34.87,1984-11-07,8,8,0,1.8,155.0,1.8,5.44,0.34,5.44,0.34,0.0,0.0,0.0,0.0,0.5
Polyana Viana,1.65,115.0,1.7,Orthodox,27.15,1992-06-14,10,4,0,1.65,115.0,1.7,6.78,0.53,6.78,0.53,1.29,0.38,0.29,1.29,0.71
Priscila Cachoeira,1.7,125.0,1.65,Orthodox,31.51,1988-08-19,9,3,0,1.7,125.0,1.65,3.92,0.38,9.5,0.58,0.0,0.0,0.5,0.0,0.75
Punahele Soriano,1.8,185.0,1.83,Southpaw,27.06,1992-11-22,7,0,0,1.8,185.0,1.83,7.93,0.57,7.93,0.57,4.57,1.0,1.0,0.0,1.0
Quinn Mulhern,1.91,155.0,1.93,Orthodox,29.29,1984-09-20,18,4,0,1.91,155.0,1.93,1.83,0.27,2.77,0.4,0.0,0.0,0.1,0.0,0.82
Rachael Ostovich,1.6,125.0,1.57,Orthodox,27.9,1991-02-25,4,5,0,1.6,125.0,1.57,1.9,0.72,1.9,0.72,8.78,1.0,1.0,0.0,0.44
Rafael Carino,2.03,245.0,2.03,Orthodox,6.38,1989-12-28,2,1,1,2.03,245.0,2.03,5.97,0.69,5.97,0.69,2.71,1.0,1.0,0.0,0.5
Rafael Dos Anjos,1.73,170.0,1.78,Southpaw,35.25,1984-10-26,29,13,0,1.73,170.0,1.78,5.3,0.6,4.54,0.56,1.24,0.35,0.37,0.14,0.69
Rafael Feijao,1.85,205.0,1.85,Orthodox,35.81,1980-04-14,12,7,0,1.85,205.0,1.85,2.51,0.6,4.36,0.67,0.0,0.0,0.39,0.0,0.63
Rafael Fiziev,1.73,155.0,1.8,Switch,26.64,1993-03-05,7,1,0,1.73,155.0,1.8,4.5,0.53,4.5,0.53,0.91,1.0,1.0,0.0,0.88
Rafael Natal,1.83,185.0,1.93,Orthodox,34.57,1982-12-25,21,9,1,1.83,185.0,1.93,5.39,0.57,5.83,0.61,1.5,0.21,0.45,0.0,0.68
Rafaello Oliveira,1.73,155.0,1.8,Orthodox,32.07,1982-01-26,15,7,0,1.73,155.0,1.8,6.13,0.57,3.38,0.45,1.53,0.22,0.0,1.91,0.68
Rainy Martinez,1.83,199.0,1.83,Orthodox,15.6,1981-07-03,0,2,0,1.83,199.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramazan Emeev,1.78,170.0,1.93,Southpaw,32.47,1987-05-23,18,4,0,1.78,170.0,1.93,3.25,0.51,3.07,0.49,1.5,0.22,0.2,0.25,0.82
Rameau Thierry Sokoudjou,1.78,205.0,1.98,Orthodox,24.5,1984-04-18,12,10,0,1.78,205.0,1.98,3.22,0.45,3.22,0.45,1.27,0.4,0.4,1.27,0.55
Rampage Jackson,1.85,205.0,1.85,Orthodox,36.85,1978-06-20,36,11,0,1.85,205.0,1.85,3.71,0.44,4.75,0.49,0.2,0.11,0.29,0.0,0.77
Ramsey Nijem,1.8,155.0,1.9,Orthodox,27.31,1988-04-01,10,6,0,1.8,155.0,1.9,6.4,0.59,6.4,0.59,5.33,0.75,0.75,0.71,0.62
Randa Markos,1.63,115.0,1.6,Orthodox,34.59,1985-08-10,10,9,1,1.63,115.0,1.6,4.07,0.49,4.07,0.49,0.93,0.5,0.5,0.23,0.5
Randy Brown,1.91,170.0,1.98,Orthodox,29.36,1990-07-08,12,3,0,1.91,170.0,1.98,4.66,0.52,4.37,0.51,0.81,0.75,0.83,0.27,0.8
Randy Costa,1.75,135.0,1.85,Switch,25.28,1994-07-06,5,1,0,1.75,135.0,1.85,8.52,0.48,8.52,0.48,0.0,0.0,0.0,0.0,0.83
Randy Couture,1.85,205.0,1.9,Orthodox,47.86,1963-06-22,19,11,0,1.85,205.0,1.9,5.23,0.61,5.23,0.61,0.99,0.19,0.19,0.99,0.63
Rani Yahya,1.68,135.0,1.7,Orthodox,35.5,1984-09-12,26,10,1,1.68,135.0,1.7,5.06,0.52,3.41,0.55,1.63,0.24,0.53,1.95,0.7
Raoni Barcelos,1.7,135.0,1.7,Orthodox,32.64,1987-05-01,15,1,0,1.7,135.0,1.7,5.98,0.53,6.67,0.49,2.07,0.5,0.43,0.41,0.94
Raphael Assuncao,1.65,135.0,1.68,Orthodox,37.08,1982-07-19,27,7,0,1.65,135.0,1.68,4.19,0.44,2.98,0.34,1.5,0.67,0.57,0.0,0.79
Raphael Pessoa,1.91,262.0,1.98,Orthodox,30.63,1989-03-09,10,1,0,1.91,262.0,1.98,2.71,0.28,2.71,0.28,0.0,0.0,0.0,0.0,0.91
Raquel Pennington,1.7,135.0,1.7,Orthodox,31.37,1988-09-05,10,9,0,1.7,135.0,1.7,4.64,0.51,4.64,0.51,0.73,0.16,0.16,0.54,0.53
Rashad Coulter,1.8,205.0,1.93,Orthodox,36.99,1981-11-27,9,4,0,1.8,205.0,1.93,5.21,0.57,5.29,0.57,0.0,0.0,0.0,0.0,0.69
Rashad Evans,1.83,205.0,1.9,Orthodox,38.71,1979-09-25,24,8,1,1.83,205.0,1.9,2.66,0.37,3.73,0.44,0.94,0.19,0.18,0.0,0.73
Rashid Magomedov,1.75,155.0,1.78,Orthodox,32.38,1984-11-29,20,2,0,1.75,155.0,1.78,6.1,0.56,5.23,0.53,1.2,0.67,0.5,0.0,0.91
Raulian Paiva,1.73,125.0,1.75,Orthodox,24.33,1995-10-17,19,3,0,1.73,125.0,1.75,5.25,0.42,5.28,0.43,0.0,0.0,0.22,0.54,0.86
Ray Borg,1.63,135.0,1.6,Orthodox,26.53,1993-08-04,13,4,0,1.63,135.0,1.6,2.16,0.62,1.73,0.57,4.68,0.48,0.43,0.18,0.76
Ray Wizard,0.0,0.0,0.0,0,4.3,1989-11-23,0,1,0,1.85,219.0,1.85,2.06,1.0,2.06,1.0,0.0,0.0,0.0,0.0,0.0
Razak Al-Hassan,1.88,205.0,1.88,Orthodox,27.45,1982-05-14,11,5,0,1.88,205.0,1.88,3.15,0.4,3.36,0.51,0.79,0.2,0.4,0.0,0.69
Reese Andy,1.83,205.0,1.83,Orthodox,35.74,1973-03-31,7,3,0,1.83,205.0,1.83,5.96,0.68,5.96,0.68,0.67,0.2,0.2,0.0,0.7
Reginaldo Vieira,1.7,135.0,1.65,0,34.23,1982-11-26,14,5,0,1.7,135.0,1.65,6.17,0.52,6.17,0.52,1.97,0.28,0.28,0.79,0.74
Remco Pardoel,1.91,260.0,1.91,Southpaw,10.22,1985-06-20,9,6,1,1.91,260.0,1.91,1.66,0.9,1.8,0.89,2.11,1.0,0.8,2.11,0.56
Renan Barao,1.68,145.0,1.78,Orthodox,32.79,1987-01-31,36,9,0,1.68,145.0,1.78,6.77,0.54,6.77,0.54,1.59,0.37,0.37,0.45,0.8
Renato Moicano,1.8,155.0,1.83,Orthodox,30.82,1989-05-21,14,3,1,1.8,155.0,1.83,6.3,0.52,6.3,0.52,1.12,0.67,0.67,1.12,0.78
Renato Sobral,1.85,205.0,1.9,Orthodox,31.97,1975-09-07,36,9,0,1.85,205.0,1.9,6.43,0.68,6.43,0.68,3.29,0.6,0.6,4.39,0.8
Renato Verissimo,1.85,170.0,1.85,Orthodox,31.22,1973-08-03,7,5,0,1.85,170.0,1.85,5.94,0.81,5.94,0.81,1.21,0.25,0.25,2.82,0.58
Renee Forte,1.7,155.0,1.8,Orthodox,26.97,1987-03-27,8,4,0,1.7,155.0,1.8,3.16,0.41,1.5,0.3,2.32,0.58,0.45,0.0,0.67
Renzo Gracie,1.78,185.0,1.78,Orthodox,43.08,1967-03-11,14,6,1,1.78,185.0,1.78,2.32,0.31,2.32,0.31,0.0,0.0,0.0,0.0,0.67
Reuben Duran,1.7,135.0,1.75,Orthodox,29.71,1983-07-02,8,5,1,1.7,135.0,1.75,5.37,0.6,4.43,0.62,0.5,0.12,0.5,0.0,0.57
Rex Holman,1.91,205.0,1.91,Southpaw,25.4,1981-10-08,4,2,0,1.91,205.0,1.91,3.75,0.42,3.75,0.42,0.0,0.0,0.0,0.0,0.67
Reza Madadi,1.8,155.0,1.83,Orthodox,38.94,1978-06-20,14,6,0,1.8,155.0,1.83,3.77,0.56,4.13,0.57,2.85,0.29,0.25,0.44,0.7
Reza Nasri,1.8,205.0,1.8,Orthodox,14.26,1982-06-16,2,1,0,1.8,205.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67
Ricardo Abreu,1.8,185.0,1.85,Orthodox,31.11,1984-04-27,5,3,0,1.8,185.0,1.85,5.31,0.39,4.22,0.39,2.13,0.43,0.38,0.71,0.62
Ricardo Almeida,1.83,170.0,1.88,Orthodox,34.3,1976-11-29,13,5,0,1.83,170.0,1.88,4.63,0.65,3.35,0.63,4.76,0.35,0.27,0.26,0.72
Ricardo Funch,1.78,170.0,1.93,Southpaw,31.86,1980-08-14,8,4,0,1.78,170.0,1.93,3.82,0.71,3.82,0.71,1.24,0.19,0.19,0.0,0.67
Ricardo Lamas,1.73,145.0,1.8,Orthodox,37.05,1982-05-21,19,8,0,1.73,145.0,1.8,5.22,0.61,5.22,0.61,1.42,0.36,0.36,0.71,0.7
Ricardo Ramos,1.75,135.0,1.83,Orthodox,24.29,1995-08-01,14,2,0,1.75,135.0,1.83,3.51,0.4,3.82,0.42,2.79,0.69,0.69,0.62,0.88
Ricardo Romero,1.83,205.0,1.93,Orthodox,33.44,1978-04-15,11,3,0,1.83,205.0,1.93,2.71,0.6,4.67,0.52,1.63,0.1,0.0,3.26,0.79
Ricco Rodriguez,1.93,265.0,1.93,Orthodox,26.26,1977-08-19,47,13,0,1.93,265.0,1.93,5.16,0.74,4.74,0.73,2.39,0.36,0.36,0.96,0.78
Rich Attonito,1.78,170.0,1.83,Orthodox,34.48,1977-06-16,10,5,0,1.78,170.0,1.83,5.56,0.64,5.56,0.64,0.83,0.4,0.4,0.0,0.67
Rich Clementi,1.75,155.0,1.83,Southpaw,32.86,1976-03-31,40,20,1,1.75,155.0,1.83,5.01,0.6,2.12,0.35,2.49,0.45,0.5,1.38,0.66
Rich Franklin,1.85,185.0,1.9,Southpaw,38.1,1974-10-05,29,7,0,1.85,185.0,1.9,4.16,0.38,3.34,0.4,0.6,0.4,0.5,0.0,0.81
Richard Crunkilton,1.7,155.0,1.7,Orthodox,23.41,1979-11-25,19,3,0,1.7,155.0,1.7,5.13,0.52,5.13,0.52,4.0,0.57,0.57,0.0,0.86
Richard Walsh,1.83,170.0,1.85,0,27.99,1988-12-01,9,6,0,1.83,170.0,1.85,5.73,0.54,4.53,0.52,0.72,0.27,0.42,0.24,0.6
Richardson Moreira,1.88,185.0,1.83,Orthodox,30.84,1984-03-31,7,4,0,1.88,185.0,1.83,2.28,0.43,2.28,0.43,0.0,0.0,0.0,0.0,0.64
Richie Vaculik,1.68,125.0,1.75,Orthodox,32.41,1983-06-19,10,5,0,1.68,125.0,1.75,5.33,0.55,5.0,0.51,3.0,0.45,0.86,1.0,0.67
Rick Davis,1.75,155.0,1.75,Orthodox,20.53,1985-11-14,3,1,1,1.75,155.0,1.75,3.09,0.5,3.09,0.5,0.0,0.0,0.0,0.0,0.6
Rick Glenn,1.83,145.0,1.78,Southpaw,29.25,1989-04-12,21,6,1,1.83,145.0,1.78,5.27,0.48,5.27,0.48,0.8,0.16,0.16,0.4,0.75
Rick Story,1.75,170.0,1.8,Southpaw,31.98,1984-08-28,19,9,0,1.75,170.0,1.8,6.23,0.54,5.5,0.51,1.08,0.29,0.42,0.22,0.68
Ricky Rainey,1.85,170.0,1.96,Switch,34.79,1983-06-29,13,6,0,1.85,170.0,1.96,2.28,0.46,2.28,0.46,0.0,0.0,0.0,0.0,0.68
Ricky Simon,1.68,135.0,1.75,Orthodox,27.27,1992-08-31,15,3,0,1.68,135.0,1.75,3.57,0.43,4.26,0.46,4.69,0.4,0.42,0.25,0.83
Riki Fukuda,1.83,185.0,1.85,Southpaw,32.15,1981-01-06,19,7,0,1.83,185.0,1.85,8.23,0.59,4.23,0.45,2.6,0.45,0.42,0.0,0.73
Rin Nakai,1.55,135.0,1.52,Orthodox,29.41,1986-10-22,16,2,1,1.55,135.0,1.52,3.67,0.52,3.67,0.52,3.0,0.19,0.19,0.5,0.84
Roan Carneiro,1.8,170.0,1.88,Orthodox,38.7,1978-06-02,21,11,0,1.8,170.0,1.88,2.8,0.56,3.41,0.52,1.22,0.24,0.27,0.61,0.66
Rob Broughton,1.88,265.0,1.88,0,28.68,1983-03-03,15,7,1,1.88,265.0,1.88,7.53,0.73,5.32,0.62,0.0,0.0,0.8,3.24,0.65
Rob Emerson,1.75,155.0,1.78,Orthodox,28.67,1981-07-30,11,10,0,1.75,155.0,1.78,2.73,0.34,2.73,0.34,2.53,0.5,0.5,0.28,0.52
Rob Font,1.73,135.0,1.8,Orthodox,32.45,1987-06-25,17,4,0,1.73,135.0,1.8,5.6,0.4,4.64,0.37,1.06,0.44,0.5,0.27,0.81
Rob Kimmons,1.78,185.0,1.85,Orthodox,30.09,1981-01-30,24,8,0,1.78,185.0,1.85,6.23,0.72,6.72,0.73,2.0,0.46,0.33,1.33,0.75
Rob MacDonald,1.91,205.0,1.98,Orthodox,27.97,1978-09-05,5,4,0,1.91,205.0,1.98,2.75,0.57,2.75,0.57,7.19,0.8,0.8,5.39,0.56
Rob Whiteford,1.75,145.0,1.75,Southpaw,33.0,1983-04-12,12,4,0,1.75,145.0,1.75,4.16,0.58,4.16,0.58,1.9,0.3,0.3,0.0,0.75
Rob Wilkinson,1.91,185.0,2.03,Orthodox,25.97,1992-02-22,11,2,0,1.91,185.0,2.03,3.99,0.57,4.59,0.55,4.47,0.25,0.2,0.0,0.85
Rob Yundt,1.85,185.0,1.85,Orthodox,27.75,1980-05-05,9,4,0,1.85,185.0,1.85,8.85,0.53,8.85,0.53,0.0,0.0,0.0,0.0,0.69
Robbie Lawler,1.8,170.0,1.88,Southpaw,37.37,1982-03-20,28,14,0,1.8,170.0,1.88,4.79,0.53,4.85,0.53,0.21,0.5,0.5,0.0,0.67
Robert Lucarelli,1.88,245.0,1.88,0,12.33,1981-11-12,0,1,0,1.88,245.0,1.88,0.71,0.33,0.71,0.33,5.3,1.0,1.0,5.3,0.0
Robert Peralta,1.73,145.0,1.8,Orthodox,29.06,1986-03-14,18,6,0,1.73,145.0,1.8,4.56,0.52,4.58,0.53,0.75,0.6,0.46,0.0,0.75
Robert Whittaker,1.83,185.0,1.85,Orthodox,28.79,1990-12-20,21,5,0,1.83,185.0,1.85,4.88,0.4,5.44,0.52,0.0,0.0,0.25,0.0,0.81
Roberto Sanchez,1.68,125.0,1.68,Orthodox,32.51,1986-03-05,8,2,0,1.68,125.0,1.68,6.5,0.73,6.5,0.73,3.61,0.62,0.62,0.72,0.8
Roberto Traven,1.91,227.0,1.91,Orthodox,33.13,1968-09-16,6,4,1,1.91,227.0,1.91,0.38,0.5,0.38,0.5,0.0,0.0,0.0,0.0,0.55
Rocky Lee,1.75,145.0,1.73,Orthodox,28.01,1987-04-08,3,2,0,1.75,145.0,1.73,3.27,0.58,5.73,0.58,1.0,0.1,0.67,0.0,0.6
Rodney Wallace,1.75,205.0,1.83,Switch,28.71,1981-11-21,11,4,1,1.75,205.0,1.83,1.96,0.56,1.96,0.56,6.0,0.55,0.55,1.0,0.69
Rodolfo Rubio,1.65,145.0,1.68,Orthodox,27.78,1987-01-29,12,8,1,1.65,145.0,1.68,3.53,0.62,3.53,0.62,2.0,0.33,0.33,0.0,0.57
Rodolfo Vieira,1.83,185.0,1.85,Orthodox,30.45,1989-09-25,7,0,0,1.83,185.0,1.85,3.79,0.61,3.55,0.59,6.05,0.56,0.43,2.42,1.0
Rodrigo Damm,1.7,155.0,1.8,Orthodox,34.92,1980-02-03,12,9,0,1.7,155.0,1.8,4.03,0.37,4.03,0.37,0.62,0.18,0.18,0.21,0.57
Rodrigo Ruas,1.78,185.0,1.78,Orthodox,24.71,1977-10-06,4,5,1,1.78,185.0,1.78,2.22,0.45,14.82,0.73,0.0,0.0,0.0,0.0,0.4
Rodrigo de Lima,1.7,155.0,1.9,Orthodox,23.93,1991-03-12,8,3,1,1.7,155.0,1.9,2.75,0.5,2.75,0.5,2.66,0.36,0.36,1.33,0.67
Roger Bowling,1.75,155.0,1.73,Orthodox,31.03,1982-12-05,11,5,0,1.75,155.0,1.73,3.89,0.41,3.89,0.41,3.07,0.71,0.71,1.84,0.69
Roger Gracie,1.93,185.0,2.01,Orthodox,31.78,1981-09-26,6,2,0,1.93,185.0,2.01,0.93,0.45,6.73,0.7,2.0,0.5,0.5,0.0,0.75
Roger Hollett,1.8,205.0,1.78,Orthodox,34.61,1978-10-08,13,5,0,1.8,205.0,1.78,2.13,0.51,2.13,0.51,1.0,0.29,0.29,0.0,0.72
Roger Huerta,1.75,155.0,1.78,Orthodox,26.33,1983-05-20,21,5,1,1.75,155.0,1.78,6.72,0.49,6.72,0.49,1.84,0.54,0.54,0.0,0.78
Roger Narvaez,1.91,185.0,2.01,Southpaw,31.51,1983-09-09,7,2,0,1.91,185.0,2.01,2.63,0.42,2.63,0.42,0.0,0.0,0.0,0.95,0.78
Roger Zapata,1.8,170.0,1.88,Southpaw,29.38,1986-05-09,4,3,0,1.8,170.0,1.88,4.92,0.65,4.55,0.72,0.0,0.0,0.18,1.39,0.57
Rogerio Bontorin,1.65,125.0,1.7,Orthodox,27.81,1992-04-25,16,2,0,1.65,125.0,1.7,2.55,0.6,2.55,0.6,1.37,0.3,0.3,0.91,0.89
Rogerio Nogueira,1.88,205.0,1.9,Southpaw,42.94,1976-06-02,23,9,0,1.88,205.0,1.9,3.66,0.45,6.81,0.55,0.0,0.0,0.86,0.36,0.72
Roland Delorme,1.75,135.0,1.8,Orthodox,30.68,1983-12-18,9,4,0,1.75,135.0,1.8,3.51,0.51,3.59,0.51,2.38,0.36,0.35,0.89,0.69
Roland Payne,1.75,205.0,1.75,Orthodox,11.35,1983-05-05,0,1,0,1.75,205.0,1.75,3.9,0.75,3.9,0.75,19.48,0.5,0.5,0.0,0.0
Rolando Delgado,1.91,155.0,1.96,Orthodox,27.98,1981-11-22,11,5,1,1.91,155.0,1.96,2.99,0.52,2.99,0.52,0.82,0.2,0.2,2.45,0.65
Rolando Dy,1.73,145.0,1.75,Orthodox,27.87,1990-08-11,9,7,1,1.73,145.0,1.75,3.34,0.4,5.05,0.5,0.3,0.2,0.31,0.0,0.53
Roldan Sangcha-an,1.63,125.0,1.65,Orthodox,24.45,1990-12-04,4,2,0,1.63,125.0,1.65,3.1,0.49,3.1,0.49,1.94,0.6,0.6,0.0,0.67
Rolles Gracie,1.93,242.0,1.93,Orthodox,31.57,1978-07-14,5,1,0,1.93,242.0,1.93,3.07,0.38,3.07,0.38,2.3,0.1,0.1,0.0,0.83
Roman Kopylov,1.83,185.0,1.9,Southpaw,28.52,1991-05-04,8,1,0,1.83,185.0,1.9,2.71,0.4,2.71,0.4,0.0,0.0,0.0,0.0,0.89
Roman Mitichyan,1.78,170.0,1.78,Orthodox,29.58,1978-09-04,7,3,0,1.78,170.0,1.78,0.95,0.41,0.95,0.41,0.0,0.0,0.0,0.0,0.7
Roman Salazar,1.7,135.0,1.7,Orthodox,27.46,1988-02-21,9,4,0,1.7,135.0,1.7,5.24,0.62,5.24,0.62,1.77,0.18,0.18,0.0,0.69
Romie Aram,1.78,170.0,1.78,Orthodox,25.39,1977-12-02,7,1,0,1.78,170.0,1.78,5.2,0.62,5.2,0.62,2.0,0.5,0.5,0.0,0.88
Ron Faircloth,1.75,205.0,1.75,Orthodox,26.14,1979-08-16,33,20,0,1.75,205.0,1.75,3.29,0.81,3.29,0.81,0.0,0.0,0.0,0.0,0.62
Ron Stallings,1.88,170.0,1.9,Southpaw,32.61,1983-01-25,13,8,0,1.88,170.0,1.9,4.94,0.68,5.83,0.69,0.0,0.0,0.0,0.0,0.62
Ron Waterman,1.88,280.0,1.88,Orthodox,34.39,1965-11-23,16,6,2,1.88,280.0,1.88,6.75,0.78,4.17,0.71,2.7,0.38,1.0,1.35,0.67
Ron van Clief,1.78,190.0,1.78,Orthodox,51.89,1943-01-25,0,1,0,1.78,190.0,1.78,0.0,0.0,7.07,0.87,0.0,0.0,1.0,0.0,0.0
Ronald Jhun,1.8,170.0,1.8,Orthodox,33.92,1970-09-21,24,24,2,1.8,170.0,1.8,3.18,0.69,3.18,0.69,2.39,1.0,1.0,0.0,0.48
Ronda Rousey,1.7,135.0,1.73,Orthodox,29.91,1987-02-01,12,2,0,1.7,135.0,1.73,7.77,0.47,7.77,0.47,1.91,0.5,0.5,1.91,0.86
Ronny Markes,1.85,185.0,1.9,Orthodox,25.92,1988-04-21,14,3,0,1.85,185.0,1.9,5.41,0.75,5.58,0.74,3.27,0.42,0.42,0.65,0.82
Rony Jason,1.7,145.0,1.78,Orthodox,32.97,1984-03-21,15,7,0,1.7,145.0,1.78,3.59,0.66,3.64,0.68,0.0,0.0,0.0,0.43,0.68
Ronys Torres,1.7,155.0,1.7,Orthodox,34.63,1975-08-13,22,4,0,1.7,155.0,1.7,2.53,0.49,2.53,0.49,4.0,0.47,0.47,0.5,0.85
Roosevelt Roberts,1.88,155.0,1.85,Orthodox,25.74,1994-02-11,9,1,0,1.88,155.0,1.85,4.11,0.53,4.96,0.59,1.33,0.57,0.57,0.0,0.9
Rory MacDonald,1.83,170.0,1.93,Orthodox,26.91,1989-07-22,18,4,0,1.83,170.0,1.93,4.24,0.41,4.21,0.39,0.34,0.18,0.0,0.0,0.82
Rory Markham,1.83,170.0,1.8,Orthodox,28.01,1982-03-25,16,6,0,1.83,170.0,1.8,1.98,0.22,1.98,0.22,0.0,0.0,0.0,0.0,0.73
Rory Singer,1.88,185.0,1.96,Orthodox,31.05,1976-05-28,11,9,0,1.88,185.0,1.96,3.24,0.45,4.28,0.55,0.4,0.25,0.57,0.4,0.55
Rose Namajunas,1.65,115.0,1.65,Orthodox,26.86,1992-06-29,9,4,0,1.65,115.0,1.65,5.29,0.44,5.29,0.44,1.02,0.36,0.36,0.51,0.69
Rosi Sexton,1.6,135.0,1.6,Orthodox,36.28,1977-07-16,13,4,0,1.6,135.0,1.6,7.53,0.53,7.53,0.53,1.0,0.2,0.2,0.0,0.76
Ross Pearson,1.73,155.0,1.75,Orthodox,34.51,1984-09-26,22,16,0,1.73,155.0,1.75,4.26,0.38,4.29,0.38,0.0,0.0,0.17,0.0,0.58
Ross Pointon,1.73,170.0,1.73,Orthodox,26.94,1980-02-18,6,13,0,1.73,170.0,1.73,2.33,0.22,2.33,0.22,0.0,0.0,0.0,0.0,0.32
Rostem Akman,1.78,170.0,1.83,Switch,27.8,1991-12-19,6,2,0,1.78,170.0,1.83,1.83,0.26,2.5,0.29,1.0,0.4,0.17,0.0,0.75
Rousimar Palhares,1.73,170.0,1.8,Orthodox,33.62,1980-02-26,24,5,0,1.73,170.0,1.8,6.45,0.69,6.45,0.69,1.84,0.75,0.75,2.45,0.83
Roxanne Modafferi,1.7,125.0,1.75,0,37.32,1982-09-24,24,17,0,1.7,125.0,1.75,6.1,0.56,6.23,0.55,1.75,0.35,0.45,0.0,0.59
