name,height,weight,reach,age,dob,wins,losses,draws,str_landed_per_min,str_acc,str_absorb_per_min,str_def,td_avg,td_acc,td_def,sub_avg,win_percentage
Ericka Almeida,1.68,115.0,1.73,26.64,1989-03-05,7,1,0,3.8,0.63,3.8,0.63,1.0,1.0,1.0,0.0,0.88
Erik Koch,1.78,170.0,1.8,30.81,1988-10-04,15,6,0,4.47,0.68,4.53,0.57,4.0,0.36,0.0,0.0,0.71
Erik Perez,1.73,135.0,1.73,26.96,1989-11-19,16,6,0,6.87,0.58,2.8,0.55,3.0,0.6,,0.0,0.73
Ernest Chavez,1.73,145.0,1.78,31.27,1983-06-27,7,2,0,2.76,0.4,9.89,0.61,0.0,,,0.0,0.78
Ernie Verdicia,1.8,199.0,1.8,10.75,1984-07-05,0,0,0,2.94,0.64,0.0,,0.0,,0.0,0.0,
Eryk Anders,1.85,205.0,1.9,32.48,1987-04-21,12,4,0,4.27,0.36,4.8,0.36,0.0,,0.0,0.0,0.75
Estevan Payan,1.78,145.0,1.83,32.1,1982-03-14,14,5,0,6.8,0.43,6.8,0.43,0.0,,,0.0,0.74
Eugene Jackson,1.73,185.0,1.73,35.8,1966-09-23,14,9,1,0.0,0.0,23.53,0.67,0.0,,,0.0,0.58
Eugenio Tadeu,1.73,160.0,1.73,10.91,1987-04-16,2,2,0,3.28,0.64,10.26,0.7,0.0,0.0,1.0,0.0,0.5
Evan Dunham,1.78,155.0,1.78,36.76,1981-12-18,17,8,1,3.05,0.32,3.05,0.41,1.64,0.5,0.0,0.0,0.65
Evan Tanner,1.83,185.0,1.88,37.05,1971-02-11,31,8,0,3.12,0.5,3.88,0.49,1.88,0.33,,0.0,0.79
Fabiano Iha,1.73,155.0,1.73,31.17,1970-07-28,9,4,0,3.07,0.59,3.07,0.59,2.0,0.29,0.29,2.0,0.69
Fabiano Scherner,1.91,257.0,1.91,33.91,1972-06-30,8,7,0,4.44,0.59,6.3,0.68,0.0,0.0,0.75,0.0,0.53
Fabio Gurgel,1.83,205.0,1.83,7.36,1989-05-11,3,1,0,1.0,0.94,11.93,0.95,1.0,0.33,1.0,1.0,0.75
Fabio Maldonado,1.85,205.0,1.9,35.64,1980-03-17,21,9,0,3.27,0.63,3.27,0.63,0.0,,,0.0,0.7
Fabricio Camoes,1.78,155.0,1.85,35.84,1978-12-23,14,9,0,0.23,0.12,0.23,0.12,0.0,,,0.0,0.61
Fabricio Werdum,1.93,231.0,1.96,40.63,1977-07-30,23,7,1,4.99,0.64,4.99,0.64,2.71,0.33,0.33,0.0,0.74
Falaniko Vitale,1.78,185.0,1.78,29.36,1974-07-14,28,10,0,0.7,0.37,6.47,0.77,0.0,0.0,0.33,0.0,0.74
Fares Ziam,1.85,155.0,1.9,22.46,1997-03-21,10,2,0,4.67,0.73,4.67,0.73,0.0,0.0,0.0,0.0,0.83
Felice Herrig,1.63,115.0,1.65,34.05,1984-09-18,14,7,0,4.67,0.56,8.73,0.8,1.0,0.25,0.0,0.0,0.67
Felicia Spencer,1.68,145.0,1.73,29.25,1990-11-29,7,1,0,18.78,0.69,3.87,0.48,4.14,0.5,,0.0,0.88
Felipe Arantes,1.73,135.0,1.85,30.37,1988-02-09,18,9,1,0.9,0.28,8.82,0.57,0.0,0.0,1.0,0.0,0.64
Felipe Colares,1.73,135.0,1.75,25.82,1994-03-31,9,1,0,0.53,0.26,6.4,0.74,1.0,0.12,0.73,3.0,0.9
Felipe Olivieri,1.75,155.0,1.83,30.8,1985-04-12,14,4,0,7.21,0.59,7.21,0.59,0.0,0.0,0.0,0.0,0.78
Felipe Silva,1.83,155.0,1.96,34.03,1984-05-08,7,2,0,8.32,0.6,8.32,0.6,1.21,1.0,1.0,0.0,0.78
Felix Lee Mitchell,1.83,216.0,1.83,11.47,1985-06-20,2,6,0,,,,,,,,,0.25
Fernando Bruno,1.68,145.0,1.78,33.43,1982-02-24,16,3,0,2.78,0.77,3.18,0.82,2.03,0.18,0.44,0.0,0.84
Filip Pejic,1.73,135.0,1.78,23.72,1992-07-21,10,1,1,0.88,0.5,0.88,0.5,0.0,,,0.0,0.83
Flavio Luiz Moura,1.8,183.0,1.8,11.66,1987-11-19,17,6,0,3.46,0.83,13.86,0.81,0.0,,,0.0,0.74
Forrest Griffin,1.91,205.0,1.96,33.31,1979-03-16,18,7,0,6.93,0.37,4.53,0.46,0.0,,0.5,0.0,0.72
Forrest Petz,1.75,170.0,1.8,34.98,1975-09-22,23,9,0,0.89,0.14,0.89,0.14,0.0,,,0.0,0.72
Francesco Maturi,1.83,216.0,1.83,6.44,1989-03-30,0,0,0,,,,,,,,,
Francimar Barroso,1.85,205.0,1.9,37.9,1980-02-28,18,7,0,4.93,0.58,4.93,0.35,0.0,,,0.0,0.72
Francis Carmont,1.91,205.0,1.98,32.87,1981-10-11,22,10,0,3.38,0.35,3.56,0.43,0.0,0.0,0.0,0.0,0.69
Francis Ngannou,1.93,250.0,2.11,32.81,1986-09-05,13,3,0,7.63,0.47,3.39,0.67,0.0,,,0.0,0.81
Francisco Rivera,1.73,135.0,1.73,34.81,1981-10-08,10,7,0,3.93,0.36,3.93,0.36,0.0,,,0.0,0.59
Francisco Trevino,1.75,155.0,1.78,33.79,1981-12-17,11,2,0,1.05,0.33,22.11,0.68,0.0,,1.0,0.0,0.85
Francisco Trinaldo,1.75,155.0,1.78,41.56,1978-08-24,24,7,0,3.67,0.44,4.53,0.55,0.0,0.0,,0.0,0.77
Frank Camacho,1.78,170.0,1.85,30.44,1989-05-18,22,7,0,1.48,0.33,1.48,0.33,0.0,,,0.0,0.76
Frank Caracci,1.78,155.0,1.8,12.65,1986-05-16,2,2,0,0.0,0.0,5.09,0.67,0.0,0.0,1.0,2.18,0.5
Frank Hamaker,1.83,216.0,1.83,7.29,1986-11-27,0,0,0,2.87,0.93,0.0,,3.08,1.0,0.0,9.24,
Frank Mir,1.91,264.0,2.01,36.82,1979-05-24,17,11,0,0.66,0.18,2.65,0.42,0.0,0.0,,0.0,0.61
Frank Shamrock,1.78,185.0,1.78,26.79,1972-12-08,21,11,2,9.8,0.85,3.4,0.54,0.0,,0.89,0.76,0.62
Frank Trigg,1.75,170.0,1.8,37.75,1972-05-07,21,8,0,2.52,0.29,5.04,0.33,0.0,,,0.0,0.72
Frankie Edgar,1.68,145.0,1.73,38.18,1981-10-16,21,8,1,2.73,0.64,2.73,0.64,0.0,0.0,0.0,0.0,0.7
Frankie Perez,1.8,155.0,1.85,28.2,1989-05-11,10,3,0,3.53,0.54,3.53,0.54,3.0,0.6,0.6,0.0,0.77
Frankie Saenz,1.68,135.0,1.68,38.61,1980-08-12,12,6,0,2.82,0.4,9.15,0.76,0.0,,,0.0,0.67
Fred Ettish,1.83,180.0,1.83,8.32,1985-11-14,1,0,0,2.24,0.64,6.73,0.55,0.0,,,0.0,1.0
Fredy Serrano,1.6,125.0,1.65,37.24,1979-09-22,2,2,0,1.47,0.25,2.8,0.55,0.0,0.0,0.17,0.0,0.5
Gabe Ruediger,1.78,155.0,1.78,33.44,1977-08-29,17,6,0,8.96,0.63,7.01,0.65,0.0,0.0,0.0,0.0,0.74
Gabriel Benitez,1.73,145.0,1.8,31.17,1988-06-15,20,8,0,5.67,0.33,8.04,0.43,0.0,,,0.0,0.71
Gabriel Gonzaga,1.88,242.0,1.93,36.9,1979-05-18,16,11,0,1.25,0.75,1.25,0.75,3.12,0.17,0.17,0.0,0.59
Gabriel Silva,1.68,135.0,1.8,25.51,1994-08-26,8,1,0,2.87,0.38,7.47,0.57,2.0,0.33,0.5,1.0,0.89
Gadzhimurad Antigulov,1.8,205.0,1.78,32.19,1987-02-09,19,6,0,8.22,0.46,10.96,0.8,0.0,0.0,,0.0,0.76
Galore Bofando,1.8,170.0,1.83,35.57,1982-05-22,4,3,0,3.12,0.5,3.12,0.5,0.0,,,0.0,0.57
Gan McGee,2.08,265.0,2.08,26.85,1976-11-20,13,4,0,3.68,0.28,5.26,0.29,0.0,,,0.0,0.76
Garett Whiteley,1.83,155.0,1.83,34.0,1980-12-13,8,2,0,7.47,0.54,7.47,0.54,0.0,0.0,0.0,0.0,0.8
Garreth McLellan,1.85,185.0,1.83,34.53,1982-09-01,13,5,0,4.69,0.43,17.97,0.7,0.0,0.0,,0.0,0.72
Gary Goodridge,1.91,249.0,1.91,33.13,1966-01-17,21,21,1,11.11,0.57,11.11,0.57,0.0,,,0.0,0.49
Gasan Umalatov,1.8,170.0,1.8,33.16,1982-09-11,15,3,1,2.67,0.37,5.33,0.43,0.0,0.0,0.0,0.0,0.79
Gavin Tucker,1.68,145.0,1.68,33.11,1986-06-17,10,1,0,3.69,0.64,3.16,0.36,5.65,0.38,1.0,2.26,0.91
Geane Herrera,1.65,125.0,1.68,26.5,1990-05-27,9,2,0,1.47,0.21,1.47,0.21,1.0,0.2,0.2,0.0,0.82
Gegard Mousasi,1.88,185.0,1.93,31.69,1985-08-01,41,6,2,6.69,0.56,6.69,0.56,0.0,0.0,0.0,0.0,0.84
Genki Sudo,1.75,155.0,1.75,26.07,1978-03-08,14,4,2,2.84,0.83,10.23,0.88,4.26,1.0,0.5,17.05,0.7
Geoff Neal,1.8,170.0,1.9,29.3,1990-08-28,12,2,0,10.0,0.65,3.33,0.5,0.0,,,0.0,0.86
George Roop,1.85,135.0,1.83,33.88,1981-11-10,14,13,1,6.47,0.59,5.87,0.49,0.0,0.0,0.0,0.0,0.5
George Sotiropoulos,1.78,155.0,1.8,36.28,1977-07-09,13,6,0,3.33,0.25,3.8,0.34,1.0,0.14,,0.0,0.68
George Sullivan,1.83,170.0,1.85,37.45,1981-03-13,16,7,0,4.35,1.0,1.74,0.33,0.0,,1.0,0.0,0.7
Georges St-Pierre,1.8,185.0,1.93,36.46,1981-05-19,25,2,0,4.73,0.52,3.41,0.38,3.13,0.75,,1.04,0.93
Gerald Harris,1.8,185.0,1.96,31.0,1979-11-19,18,4,0,0.53,0.13,3.6,0.7,2.0,0.29,1.0,0.0,0.82
Gerald Meerschaert,1.85,185.0,1.96,32.22,1987-12-18,29,12,0,7.04,0.46,7.04,0.46,1.23,1.0,1.0,1.23,0.71
Gerald Strebendt,1.75,155.0,1.75,24.57,1979-03-01,9,6,0,0.0,,6.91,0.73,0.0,,1.0,16.36,0.6
Geraldo de Freitas,1.7,135.0,1.83,27.86,1991-09-30,11,5,0,3.8,0.43,3.8,0.43,2.0,0.29,0.29,0.0,0.69
Gerard Gordeau,1.96,216.0,1.96,34.62,1959-03-30,0,1,0,6.98,0.6,0.0,0.0,0.0,,0.0,0.0,0.0
Germaine de Randamie,1.75,135.0,1.8,35.64,1984-04-24,8,4,0,5.04,0.72,5.04,0.72,0.0,,,0.6,0.67
Gerry Harris,2.03,270.0,2.03,10.6,1985-01-31,1,3,0,0.0,0.0,32.41,0.92,0.0,,1.0,0.0,0.25
Geza Kalman,1.85,200.0,1.85,11.12,1985-05-30,4,8,0,8.07,0.75,8.07,0.75,0.0,0.0,0.0,2.52,0.33
Gian Villante,1.91,205.0,1.93,33.52,1985-08-18,17,10,0,5.73,0.45,8.92,0.64,0.0,,,0.0,0.63
Gideon Ray,1.78,185.0,1.78,32.2,1973-05-27,17,13,1,2.7,0.33,18.92,0.7,0.0,,,0.0,0.55
Giga Chikadze,1.83,145.0,1.88,31.53,1988-08-25,8,2,0,2.67,0.32,3.8,0.44,0.0,,0.33,0.0,0.8
Gil Castillo,1.75,170.0,1.75,37.09,1965-10-21,8,4,0,0.2,0.5,7.2,0.78,0.0,,1.0,0.0,0.67
Gilbert Aldana,1.85,250.0,1.85,28.87,1977-08-25,6,1,0,4.74,0.87,4.74,0.87,7.11,0.67,0.67,0.0,0.86
Gilbert Burns,1.78,170.0,1.8,33.65,1986-07-20,18,1,0,5.45,0.82,5.45,0.82,0.0,,,0.0,0.95
Gilbert Melendez,1.75,145.0,1.85,37.23,1982-04-12,22,7,0,1.8,0.23,1.8,0.23,0.0,0.0,0.0,0.0,0.76
Gilbert Yvel,1.88,225.0,1.96,34.31,1976-06-30,36,15,1,0.0,0.0,11.11,0.57,0.0,,1.0,0.0,0.69
Gillian Robertson,1.65,125.0,1.6,24.42,1995-05-17,6,4,0,4.89,0.48,13.03,0.54,0.0,0.0,,0.0,0.6
Gina Mazany,1.68,135.0,1.73,30.53,1988-08-19,5,2,0,13.19,0.67,13.74,0.51,0.0,,,0.0,0.71
Glaico Franca,1.83,155.0,1.96,25.57,1991-02-28,13,5,0,4.73,0.53,7.27,0.63,0.0,,0.26,0.0,0.72
Gleison Tibau,1.78,155.0,1.8,34.65,1983-10-07,40,13,0,1.93,0.16,1.93,0.16,0.0,0.0,0.0,0.0,0.75
Glover Teixeira,1.88,205.0,1.93,39.88,1979-10-28,29,7,0,5.67,0.71,4.93,0.6,1.0,0.17,0.5,2.0,0.81
Godofredo Pepey,1.7,145.0,1.85,30.57,1987-07-02,14,5,0,1.8,0.29,4.32,0.35,0.0,,,0.0,0.74
Gokhan Saki,1.83,205.0,1.85,34.72,1983-10-19,0,2,0,3.12,0.45,5.62,0.53,0.0,,,0.0,0.0
Goran Reljic,1.91,205.0,2.06,26.65,1984-03-20,8,3,0,4.93,0.56,7.13,0.64,2.0,0.33,0.0,0.0,0.73
Grant Dawson,1.78,145.0,1.83,26.02,1994-02-20,14,1,0,6.33,0.81,6.33,0.81,4.52,0.67,0.67,4.52,0.93
Gray Maynard,1.75,155.0,1.78,39.41,1979-05-09,13,8,1,2.06,0.48,14.56,0.76,0.0,,0.4,0.0,0.59
Greg Hardy,1.96,265.0,2.03,31.28,1988-07-28,5,1,0,3.4,0.36,3.4,0.36,0.0,0.0,0.0,0.0,0.83
Greg Soto,1.8,170.0,1.85,24.58,1986-06-03,8,1,0,1.6,0.46,1.6,0.46,0.0,,,4.0,0.89
Greg Stott,1.7,220.0,1.7,16.62,1981-03-05,0,0,0,0.0,0.0,3.57,0.5,0.0,,,0.0,
Gregor Gillespie,1.7,155.0,1.8,32.97,1986-11-13,12,1,0,3.24,0.2,7.55,0.36,0.0,0.0,,0.0,0.92
Grigorii Popov,1.7,135.0,1.73,35.56,1984-04-18,13,2,0,3.8,0.51,3.8,0.51,0.0,,,0.0,0.87
Guido Cannetti,1.68,135.0,1.73,40.22,1979-12-19,8,5,0,3.64,0.48,3.64,0.48,0.0,,,0.0,0.62
Guilherme Vasconcelos,1.83,185.0,1.88,28.29,1986-03-23,3,1,0,3.27,0.3,4.4,0.29,0.0,0.0,1.0,0.0,0.75
Gunnar Nelson,1.8,170.0,1.83,31.17,1988-07-28,16,5,1,1.73,0.58,1.73,0.58,0.0,0.0,0.0,0.0,0.73
Guto Inocente,1.91,205.0,1.96,28.44,1986-05-29,6,3,0,0.27,0.33,0.27,0.33,0.0,,,0.0,0.67
Guy Mezger,1.85,200.0,1.85,31.17,1968-01-01,29,14,2,0.91,0.82,9.26,0.83,0.0,,0.4,4.53,0.64
Hacran Dias,1.73,155.0,1.75,33.37,1984-06-16,22,6,1,2.73,0.36,10.87,0.57,0.0,0.0,0.29,1.0,0.76
Hakeem Dawodu,1.73,145.0,1.85,28.34,1991-07-02,11,0,1,5.53,0.49,4.27,0.4,0.0,,0.33,0.0,0.92
Hannah Cifers,1.55,115.0,1.57,27.58,1992-06-26,10,3,0,5.3,0.44,5.3,0.44,0.0,,,0.0,0.77
Hannah Goldy,1.63,125.0,1.55,27.21,1992-05-18,5,0,0,3.87,0.34,5.13,0.48,0.0,,,0.0,1.0
Hans Stringer,1.91,205.0,1.85,28.03,1987-07-06,21,7,3,2.15,0.4,7.53,0.78,0.0,,,0.0,0.68
Harold Howard,1.88,240.0,1.88,10.74,1984-12-13,0,2,0,2.98,0.62,7.74,0.57,8.93,0.5,,0.0,0.0
Harry Moskowitz,1.96,275.0,1.96,13.15,1985-03-21,6,11,0,,,,,,,,,0.35
Hatsu Hioki,1.8,145.0,1.78,31.81,1983-07-18,26,9,2,4.12,0.39,4.12,0.39,3.25,0.4,0.4,0.0,0.7
Hayato Sakurai,1.7,168.0,1.7,26.58,1975-08-24,36,11,2,0.78,0.64,6.22,0.82,0.0,,0.82,0.0,0.73
Hayder Hassan,1.78,170.0,1.78,33.16,1982-10-20,6,2,0,6.76,0.54,5.41,0.46,0.0,0.0,,0.0,0.75
He-Man Gipson,1.83,216.0,1.83,8.57,1986-12-18,1,1,0,,,,,,,,,0.5
Heath Herring,1.93,250.0,1.98,30.44,1978-03-02,28,13,0,2.73,0.75,2.73,0.75,0.0,,,0.0,0.68
Heather Jo Clark,1.68,115.0,1.63,36.13,1980-09-19,7,5,0,4.93,0.58,4.93,0.58,0.0,0.0,0.0,0.0,0.58
Hector Aldana,1.8,170.0,1.83,31.15,1988-08-17,4,3,0,1.06,0.19,4.65,0.57,0.0,,1.0,0.0,0.57
Hector Lombard,1.75,185.0,1.8,40.64,1978-02-02,34,9,1,4.13,0.63,4.0,0.49,0.0,,0.67,0.0,0.77
Hector Ramirez,1.83,205.0,1.83,31.22,1976-03-28,9,3,1,1.33,0.27,1.33,0.27,2.0,0.67,0.67,0.0,0.69
Hector Sandoval,1.57,125.0,1.63,31.05,1986-07-19,14,3,0,4.0,0.17,4.0,0.17,0.0,,,0.0,0.82
Hector Urbina,1.8,170.0,1.85,29.02,1987-09-17,24,10,1,5.0,0.29,11.0,0.5,0.0,0.0,,0.0,0.69
Heili Alateng,1.65,135.0,1.68,28.02,1991-12-14,13,7,1,4.8,0.45,5.6,0.58,4.0,0.31,0.0,0.0,0.62
Henrique da Silva,1.91,205.0,1.93,28.06,1989-09-01,13,5,0,4.42,0.46,4.42,0.46,0.0,0.0,0.0,0.0,0.72
Henry Briones,1.73,135.0,1.75,37.57,1980-10-22,18,8,1,3.87,0.47,3.87,0.47,0.0,,,1.0,0.67
Henry Cejudo,1.63,135.0,1.63,32.33,1987-02-09,14,2,0,6.67,0.54,3.97,0.49,1.01,0.25,0.0,1.01,0.88
Henry Martinez,1.7,155.0,1.73,29.34,1983-08-07,9,2,0,3.65,0.24,3.65,0.24,0.0,0.0,0.0,0.0,0.82
Herbert Burns,1.75,145.0,1.85,31.98,1988-02-02,9,2,0,2.57,0.41,2.21,0.55,5.51,1.0,,5.51,0.82
Hermes Franca,1.68,155.0,1.8,35.07,1974-08-26,21,12,0,1.42,0.17,8.54,0.47,0.0,,,0.0,0.64
Hernani Perpetuo,1.83,170.0,1.88,29.17,1985-05-24,17,4,0,4.2,0.33,5.67,0.4,0.0,0.0,0.25,0.0,0.81
Holly Holm,1.73,135.0,1.75,38.25,1981-10-17,12,5,0,5.4,0.63,3.67,0.58,0.0,0.0,0.5,0.0,0.71
Homer Moore,1.78,205.0,1.78,29.93,1971-11-27,25,8,2,2.03,0.75,2.03,0.75,5.07,0.67,0.67,0.0,0.71
Horacio Gutierrez,1.78,145.0,1.75,25.89,1990-09-15,3,2,0,1.98,0.28,5.14,0.52,0.0,,0.0,0.0,0.6
Houston Alexander,1.83,205.0,1.83,37.71,1972-03-22,12,8,1,4.07,0.62,2.4,0.47,0.0,,1.0,0.0,0.57
Houston Dorr,1.85,210.0,1.85,8.28,1989-07-06,1,1,0,2.96,0.73,2.96,0.73,0.0,,,0.0,0.5
Hu Yaozong,1.91,205.0,1.83,23.63,1995-04-07,3,1,0,6.53,0.54,7.2,0.65,0.0,0.0,,0.0,0.75
Hugo Duarte,1.83,240.0,1.83,29.76,1968-08-09,6,2,0,1.39,1.0,1.39,1.0,20.83,0.33,0.33,0.0,0.75
Hugo Viana,1.68,135.0,1.7,32.85,1982-09-26,7,4,0,2.8,0.62,2.8,0.62,1.0,0.07,0.07,0.0,0.64
Humberto Bandenay,1.8,145.0,1.8,24.93,1994-09-04,13,7,0,3.93,0.6,3.93,0.6,4.0,0.4,0.4,0.0,0.65
Humberto Brown,1.78,145.0,1.8,30.03,1984-11-03,4,4,0,3.33,0.64,3.33,0.64,1.43,0.25,0.25,0.0,0.5
Hunter Azure,1.73,135.0,1.75,27.54,1992-03-02,7,0,0,3.67,0.41,3.67,0.41,0.0,0.0,0.0,0.0,1.0
Hyun Gyu Lim,1.91,170.0,1.96,32.68,1985-01-16,12,7,1,2.87,0.32,2.87,0.32,0.0,,,0.0,0.6
Ian Entwistle,1.65,135.0,1.63,29.39,1986-11-19,9,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69,0.82
Ian Freeman,1.8,225.0,1.8,36.57,1966-11-10,19,6,1,5.0,0.65,7.13,0.72,2.0,0.4,0.2,1.0,0.73
Ian Heinisch,1.8,185.0,1.83,31.36,1988-08-05,12,3,0,4.67,0.58,4.6,0.38,3.0,0.3,0.5,0.0,0.8
Ian Loveland,1.73,145.0,1.73,27.97,1983-09-07,14,8,0,3.0,0.38,2.53,0.36,3.0,0.43,0.33,1.0,0.64
Ian McCall,1.65,125.0,1.63,30.74,1984-05-07,13,5,0,4.87,0.56,3.2,0.36,1.0,0.17,,0.0,0.72
Icho Larenas,1.91,235.0,1.91,25.98,1980-03-12,5,3,0,1.25,0.52,6.84,0.82,0.0,,0.86,0.0,0.62
Igor Araujo,1.85,170.0,1.96,34.6,1980-12-06,24,8,0,3.2,0.52,5.8,0.46,0.0,0.0,1.0,0.0,0.75
Igor Pokrajac,1.83,205.0,1.93,37.27,1979-01-02,28,12,0,4.07,0.61,9.87,0.7,0.0,0.0,1.0,0.0,0.7
Igor Zinoviev,1.85,199.0,1.85,15.03,1983-03-03,4,0,2,0.0,0.0,0.0,0.0,0.0,,,0.0,0.67
Ikuhisa Minowa,1.75,181.0,1.75,24.26,1976-01-12,50,32,8,2.27,0.57,1.76,0.72,3.78,0.38,,0.0,0.56
Ildemar Alcantara,1.88,185.0,1.98,32.66,1982-11-18,20,8,0,1.33,0.3,4.27,0.58,0.0,,0.33,0.0,0.71
Iliarde Santos,1.65,125.0,1.68,33.04,1980-09-25,27,8,1,4.83,0.46,4.83,0.46,3.15,0.5,0.5,0.0,0.75
Ilir Latifi,1.78,205.0,1.85,36.53,1983-07-28,15,7,0,4.13,0.81,4.13,0.81,3.0,0.43,0.43,0.0,0.68
Ion Cutelaba,1.85,205.0,1.9,26.21,1993-12-14,15,4,0,7.94,0.45,12.7,0.67,0.0,,,0.0,0.79
Irene Aldana,1.75,135.0,1.73,31.72,1988-03-26,12,4,0,5.36,0.37,4.12,0.26,0.0,,,0.0,0.75
Isaac Vallie-Flagg,1.73,155.0,1.73,36.62,1978-04-08,13,6,1,8.0,0.73,6.93,0.74,0.0,0.0,0.0,0.0,0.65
Isabela de Padua,1.6,125.0,1.63,28.2,1991-09-04,5,1,0,6.0,0.7,6.0,0.7,2.0,0.67,0.67,1.0,0.83
Islam Makhachev,1.78,155.0,1.78,27.86,1991-10-27,17,1,0,5.87,0.59,5.87,0.59,0.0,0.0,0.0,0.0,0.94
Ismail Naurdiev,1.78,170.0,1.88,23.53,1996-08-18,18,4,0,2.53,0.43,8.33,0.65,0.0,0.0,0.44,0.0,0.82
Israel Adesanya,1.93,185.0,2.03,30.63,1989-07-22,18,0,0,1.92,0.36,1.6,0.45,0.0,,0.0,0.0,1.0
Issei Tamura,1.65,135.0,1.6,29.01,1984-03-12,6,4,0,3.13,0.61,7.18,0.59,0.0,0.0,0.67,0.0,0.6
Iuri Alcantara,1.75,135.0,1.8,38.06,1980-08-04,34,10,0,2.16,0.45,2.16,0.45,2.49,1.0,1.0,4.98,0.77
Ivan Jorge,1.75,155.0,1.85,34.69,1980-11-07,25,5,0,4.22,0.57,3.25,0.32,0.0,0.0,,0.0,0.83
Ivan Menjivar,1.68,145.0,1.63,31.75,1982-05-30,25,11,0,3.8,0.49,3.8,0.49,0.0,0.0,0.0,1.0,0.69
Ivan Salaverry,1.83,185.0,1.83,37.37,1971-01-11,12,8,0,0.38,1.0,0.77,1.0,0.0,,1.0,0.0,0.6
Ivan Serati,1.83,205.0,1.83,24.61,1984-06-07,12,3,0,1.97,0.31,7.88,0.67,0.0,0.0,1.0,0.0,0.8
Izabela Badurek,1.65,115.0,1.65,23.75,1991-07-11,5,2,0,4.9,0.76,4.9,0.76,1.75,0.12,0.12,0.0,0.71
JC Cottrell,1.75,155.0,1.8,27.23,1989-11-04,17,4,0,2.05,0.53,1.03,0.22,3.85,1.0,,0.0,0.81
JJ Aldrich,1.65,125.0,1.7,27.3,1992-09-29,8,3,0,4.6,0.44,8.07,0.37,0.0,,,0.0,0.73
Jacare Souza,1.85,185.0,1.83,39.94,1979-12-07,25,8,0,2.24,0.64,4.2,0.51,0.0,0.0,,0.0,0.76
Jack Hermansson,1.85,185.0,1.96,31.3,1988-06-10,19,5,0,4.04,0.49,5.32,0.54,2.75,0.17,,0.0,0.79
Jack Marshman,1.83,185.0,1.85,29.54,1989-12-19,22,9,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.71
Jack May,2.03,255.0,2.01,33.34,1981-04-14,7,1,0,1.83,0.36,6.39,0.69,0.0,,0.75,0.0,0.88
Jack McGlaughlin,1.83,216.0,1.83,7.69,1987-11-05,1,3,0,,,,,,,,,0.25
Jack Nilson,1.78,155.0,1.8,9.11,1988-04-21,2,5,0,9.42,0.87,0.72,0.2,0.0,,,0.0,0.29
Jack Shore,1.73,135.0,1.8,24.64,1995-02-06,11,0,0,6.3,0.58,0.7,0.23,4.67,0.57,,1.17,1.0
Jackie Lee,1.78,155.0,1.8,7.38,1989-09-21,0,0,0,,,,,,,,,
Jacob Kilburn,1.75,145.0,1.83,24.44,1995-06-28,8,2,0,0.72,0.67,0.72,0.67,0.0,,,0.0,0.8
Jacob Volkmann,1.75,155.0,1.8,32.41,1980-09-05,15,3,0,0.76,0.18,0.76,0.18,4.16,0.33,0.33,0.0,0.83
Jairzinho Rozenstruik,1.93,242.0,1.98,31.72,1988-03-17,9,0,0,4.37,0.48,4.37,0.48,0.0,,,0.0,1.0
Jake Collier,1.91,205.0,1.98,29.05,1988-10-25,11,3,0,8.27,0.44,4.33,0.45,0.0,0.0,0.11,0.0,0.79
Jake Ellenberger,1.75,170.0,1.8,33.41,1985-03-28,31,14,0,4.94,0.86,4.94,0.86,0.0,,,0.0,0.69
Jake Hecht,1.83,170.0,1.93,28.33,1984-02-09,10,4,0,3.2,0.43,5.93,0.56,3.0,0.43,0.5,0.0,0.71
Jake Lindsey,1.8,155.0,1.8,28.73,1986-06-21,9,2,0,3.37,0.26,8.43,0.38,0.0,,,0.0,0.82
Jake Matthews,1.8,170.0,1.85,25.51,1994-08-19,15,4,0,4.73,0.63,4.73,0.63,4.0,0.57,0.57,0.0,0.79
Jake O'Brien,1.91,205.0,1.93,24.79,1984-09-25,12,4,0,1.42,0.16,3.24,0.29,0.0,0.0,,0.0,0.75
Jake Rosholt,1.85,185.0,1.85,27.78,1982-02-09,12,2,0,1.76,0.44,2.51,0.67,11.31,0.75,1.0,3.77,0.86
Jake Shields,1.83,170.0,1.83,35.18,1979-01-09,28,7,1,3.87,0.45,3.87,0.45,0.0,0.0,0.0,1.0,0.78
Jalin Turner,1.91,155.0,1.96,24.77,1995-05-18,9,4,0,11.22,0.7,1.5,0.4,0.0,0.0,0.0,5.61,0.69
Jamahal Hill,1.93,205.0,2.01,28.69,1991-05-19,6,0,0,6.8,0.43,6.8,0.43,0.0,,,0.0,1.0
Jamall Emmers,1.78,145.0,1.88,30.62,1989-07-24,17,4,0,3.8,0.44,3.8,0.44,2.0,0.33,0.33,0.0,0.81
James Bochnovic,1.93,205.0,2.06,29.24,1989-02-13,8,2,0,0.89,0.5,2.91,0.81,0.0,0.0,1.0,0.0,0.8
James Giboo,1.8,170.0,1.8,30.53,1978-01-06,13,4,0,1.87,0.37,1.87,0.37,0.0,0.0,0.0,0.0,0.76
